state,Area name,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher
NC,Jackson ,"3,141","7,205","8,407","8,226",11.6,26.7,31.2,30.5
NC,Johnston ,"17,373","37,055","44,435","27,592",13.7,29.3,35.1,21.8
NC,Jones ,"1,337","2,213","2,771",950,18.4,30.4,38.1,13.1
NC,Lee ,"6,663","10,936","14,225","8,421",16.6,27.2,35.3,20.9
NC,Lenoir ,"7,800","12,800","13,430","5,785",19.6,32.1,33.7,14.5
NC,Lincoln ,"8,357","18,013","19,152","12,375",14.4,31.1,33.1,21.4
NC,McDowell ,"5,283","10,909","10,901","5,498",16.2,33.5,33.4,16.9
NC,Macon ,"2,938","7,914","8,768","6,252",11.4,30.6,33.9,24.2
NC,Madison ,"2,229","4,678","4,136","4,213",14.6,30.7,27.1,27.6
NC,Martin ,"2,767","5,712","5,301","2,788",16.7,34.5,32,16.8
NC,Mecklenburg ,"69,881","122,374","196,799","315,345",9.9,17.4,27.9,44.8
NC,Mitchell ,"1,721","3,744","3,580","2,091",15.5,33.6,32.1,18.8
NC,Montgomery ,"3,933","6,628","5,637","2,795",20.7,34.9,29.7,14.7
NC,Moore ,"6,633","15,230","21,771","25,502",9.6,22,31.5,36.9
NC,Nash ,"9,439","21,746","19,963","13,505",14.6,33.6,30.9,20.9
NC,New Hanover ,"10,768","32,914","49,018","59,967",7.1,21.6,32.1,39.3
NC,Northampton ,"3,088","5,964","4,052","1,925",20.5,39.7,27,12.8
NC,Onslow ,"9,045","30,077","42,008","22,050",8.8,29.2,40.7,21.4
NC,Orange ,"6,478","13,182","18,090","51,193",7.3,14.8,20.3,57.6
NC,Pamlico ,"1,192","3,011","3,813","1,928",12,30.3,38.3,19.4
NC,Pasquotank ,"3,625","8,466","9,225","5,498",13.5,31.6,34.4,20.5
NC,Pender ,"5,189","12,059","13,349","11,001",12.5,29,32.1,26.4
NC,Perquimans ,"1,361","3,112","3,581","2,060",13.5,30.8,35.4,20.4
NC,Person ,"3,813","10,112","9,727","4,272",13.7,36.2,34.8,15.3
NC,Pitt ,"11,323","25,219","36,324","34,023",10.6,23.6,34,31.8
NC,Polk ,"1,433","4,108","5,248","5,014",9.1,26,33.2,31.7
NC,Randolph ,"18,335","33,355","31,381","15,559",18.6,33.8,31.8,15.8
NC,Richmond ,"6,035","10,681","9,590","4,264",19.7,34.9,31.4,13.9
NC,Robeson ,"19,647","29,092","25,599","11,320",22.9,34,29.9,13.2
NC,Rockingham ,"11,394","22,602","21,679","9,789",17.4,34.5,33.1,15
NC,Rowan ,"14,118","31,477","32,308","17,953",14.7,32.8,33.7,18.7
NC,Rutherford ,"8,245","15,142","15,844","8,193",17.4,31.9,33.4,17.3
NC,Sampson ,"9,492","14,171","13,427","5,427",22.3,33.3,31.6,12.8
NC,Scotland ,"4,771","8,063","7,165","3,675",20.2,34.1,30.3,15.5
NC,Stanly ,"6,359","14,813","14,742","6,741",14.9,34.7,34.6,15.8
NC,Stokes ,"5,529","13,815","9,787","4,471",16.5,41.1,29.1,13.3
NC,Surry ,"10,995","14,834","16,350","8,498",21.7,29.3,32.3,16.8
NC,Swain ,"2,141","3,067","3,076","1,573",21.7,31.1,31.2,16
NC,Transylvania ,"2,900","6,837","7,641","7,987",11.4,27,30.1,31.5
NC,Tyrrell ,809,"1,298",877,320,24.5,39.3,26.5,9.7
NC,Union ,"14,675","35,959","43,240","50,162",10.2,25,30,34.8
NC,Vance ,"5,998","11,076","8,994","3,867",20,37,30,12.9
NC,Wake ,"50,481","107,053","177,117","360,231",7.3,15.4,25.5,51.8
NC,Warren ,"2,813","4,909","4,456","2,239",19.5,34.1,30.9,15.5
NC,Washington ,"1,683","2,998","2,759",946,20.1,35.8,32.9,11.3
NC,Watauga ,"3,243","6,294","8,558","12,889",10.5,20.3,27.6,41.6
NC,Wayne ,"13,051","25,056","27,947","16,051",15.9,30.5,34,19.5
NC,Wilkes ,"10,522","15,436","15,483","7,626",21.4,31.5,31.6,15.5
NC,Wilson ,"10,880","17,631","15,920","10,821",19.7,31.9,28.8,19.6
NC,Yadkin ,"5,052","9,234","9,335","3,012",19,34.7,35.1,11.3
NC,Yancey ,"2,076","4,278","4,146","2,619",15.8,32.6,31.6,20
ND,Adams ,76,567,563,483,4.5,33.6,33.3,28.6
ND,Barnes ,653,"2,150","2,745","2,078",8.6,28.2,36,27.2
ND,Benson ,608,"1,168","1,528",611,15.5,29.8,39,15.6
ND,Billings ,77,219,209,180,11.2,32,30.5,26.3
ND,Bottineau ,407,"1,347","1,767","1,096",8.8,29.2,38.3,23.7
ND,Bowman ,211,660,759,523,9.8,30.7,35.3,24.3
ND,Burke ,98,421,589,318,6.9,29.5,41.3,22.3
ND,Burleigh ,"3,808","14,759","22,492","22,191",6,23.3,35.6,35.1
ND,Cass ,"5,990","21,590","38,753","43,120",5.5,19.7,35.4,39.4
ND,Cavalier ,233,823,"1,116",584,8.5,29.9,40.5,21.2
ND,Dickey ,335,954,"1,193",905,9.9,28.2,35.2,26.7
ND,Divide ,107,672,714,337,5.8,36.7,39,18.4
ND,Dunn ,296,"1,049","1,026",630,9.9,35,34.2,21
ND,Eddy ,164,510,570,399,10,31,34.7,24.3
ND,Emmons ,325,904,868,414,12.9,36,34.6,16.5
ND,Foster ,181,661,928,563,7.8,28.3,39.8,24.1
ND,Golden Valley ,100,321,510,364,7.7,24.8,39.4,28.1
ND,Grand Forks ,"2,117","9,566","15,263","14,220",5.1,23.2,37.1,34.5
ND,Grant ,157,664,648,310,8.8,37.3,36.4,17.4
ND,Griggs ,162,516,570,437,9.6,30.6,33.8,25.9
ND,Hettinger ,253,668,699,272,13.4,35.3,36.9,14.4
ND,Kidder ,174,606,645,310,10,34.9,37.2,17.9
ND,LaMoure ,470,817,954,707,15.9,27.7,32.4,24
ND,Logan ,191,516,487,235,13.4,36.1,34.1,16.4
ND,McHenry ,422,"1,418","1,494",824,10.1,34.1,35.9,19.8
ND,McIntosh ,404,602,681,341,19.9,29.7,33.6,16.8
ND,McKenzie ,625,"2,191","2,800","1,987",8.2,28.8,36.8,26.1
ND,McLean ,572,"2,373","2,591","1,428",8.2,34.1,37.2,20.5
ND,Mercer ,443,"1,635","2,655","1,307",7.3,27.1,44,21.6
ND,Morton ,"1,800","6,540","7,404","5,613",8.4,30.6,34.7,26.3
ND,Mountrail ,581,"2,048","2,486","1,324",9,31.8,38.6,20.6
ND,Nelson ,183,681,840,499,8.3,30.9,38.1,22.7
ND,Oliver ,135,415,516,245,10.3,31.7,39.4,18.7
ND,Pembina ,583,"1,676","1,808","1,040",11.4,32.8,35.4,20.4
ND,Pierce ,243,"1,066","1,125",579,8.1,35.4,37.3,19.2
ND,Ramsey ,643,"2,275","2,894","2,058",8.2,28.9,36.8,26.1
ND,Ransom ,281,"1,497","1,298",753,7.3,39.1,33.9,19.7
ND,Renville ,104,591,740,311,6,33.8,42.4,17.8
ND,Richland ,993,"2,909","4,390","2,283",9.4,27.5,41.5,21.6
ND,Rolette ,"1,143","2,092","3,419","1,660",13.7,25.2,41.1,20
ND,Sargent ,234,"1,038","1,058",495,8.3,36.7,37.5,17.5
ND,Sheridan ,158,410,408,120,14.4,37.4,37.2,10.9
ND,Sioux ,380,762,843,385,16,32.2,35.6,16.2
ND,Slope ,56,146,181,138,10.7,28,34.7,26.5
ND,Stark ,"1,646","6,620","7,207","4,595",8.2,33,35.9,22.9
ND,Steele ,51,406,552,383,3.7,29.2,39.7,27.5
ND,Stutsman ,"1,292","5,017","4,770","3,409",8.9,34.6,32.9,23.5
ND,Towner ,132,531,687,300,8,32.2,41.6,18.2
ND,Traill ,396,"1,382","2,183","1,449",7.3,25.5,40.4,26.8
ND,Walsh ,"1,081","2,595","2,692","1,285",14.1,33.9,35.2,16.8
ND,Ward ,"2,854","13,459","14,741","12,246",6.6,31.1,34,28.3
ND,Wells ,450,"1,025",860,662,15,34.2,28.7,22.1
ND,Williams ,"1,716","5,736","8,860","5,390",7.9,26.4,40.8,24.8
OH,Adams ,"3,942","8,258","4,285","2,437",20.8,43.6,22.6,12.9
OH,Allen ,"7,192","26,653","22,997","12,347",10.4,38.5,33.2,17.8
OH,Ashland ,"4,033","15,148","8,770","7,468",11.4,42.8,24.8,21.1
OH,Ashtabula ,"9,608","30,434","18,792","9,666",14,44.4,27.4,14.1
OH,Athens ,"3,827","12,773","9,148","10,892",10.4,34.9,25,29.7
OH,Auglaize ,"2,110","13,513","9,455","5,842",6.8,43.7,30.6,18.9
OH,Belmont ,"4,832","21,588","15,921","8,192",9.6,42.7,31.5,16.2
OH,Brown ,"3,814","13,953","8,213","4,305",12.6,46.1,27.1,14.2
OH,Butler ,"23,331","79,198","67,045","72,022",9.7,32.8,27.8,29.8
OH,Carroll ,"2,233","9,458","5,370","2,677",11.3,47.9,27.2,13.6
OH,Champaign ,"2,501","12,720","7,548","3,990",9.3,47.5,28.2,14.9
OH,Clark ,"11,551","33,945","29,653","17,195",12.5,36.8,32.1,18.6
OH,Clermont ,"13,641","45,984","40,592","38,958",9.8,33,29.2,28
OH,Clinton ,"3,236","11,146","8,473","5,244",11.5,39.7,30.2,18.7
OH,Columbiana ,"9,076","33,589","20,811","11,056",12.2,45.1,27.9,14.8
OH,Coshocton ,"3,979","12,229","5,899","3,149",15.8,48.4,23.4,12.5
OH,Crawford ,"2,872","13,518","8,780","4,376",9.7,45.8,29.7,14.8
OH,Cuyahoga ,"93,264","245,164","257,850","279,259",10.7,28,29.5,31.9
OH,Darke ,"3,294","17,172","9,688","5,185",9.3,48.6,27.4,14.7
OH,Defiance ,"2,072","11,388","8,119","4,320",8,44,31.3,16.7
OH,Delaware ,"4,222","24,222","30,233","69,867",3.3,18.8,23.5,54.4
OH,Erie ,"4,331","20,267","16,821","12,194",8.1,37.8,31.4,22.7
OH,Fairfield ,"7,872","34,633","32,438","28,000",7.6,33.6,31.5,27.2
OH,Fayette ,"2,713","9,238","4,450","3,154",13.9,47.2,22.8,16.1
OH,Franklin ,"76,705","210,382","228,179","333,337",9,24.8,26.9,39.3
OH,Fulton ,"2,527","11,842","9,327","4,911",8.8,41.4,32.6,17.2
OH,Gallia ,"3,769","8,427","5,353","3,173",18.2,40.7,25.8,15.3
OH,Geauga ,"6,077","16,085","17,486","24,452",9.5,25.1,27.3,38.1
OH,Greene ,"7,391","27,141","33,323","43,370",6.6,24.4,30,39
OH,Guernsey ,"3,865","12,071","7,575","3,877",14.1,44.1,27.7,14.2
OH,Hamilton ,"49,310","144,453","150,363","203,222",9,26.4,27.5,37.1
OH,Hancock ,"3,999","18,696","15,157","13,765",7.7,36.2,29.4,26.7
OH,Hardin ,"2,022","9,283","4,689","3,175",10.5,48.4,24.5,16.6
OH,Harrison ,"1,568","5,311","3,025","1,111",14.2,48.2,27.5,10.1
OH,Henry ,"1,302","8,109","5,971","3,382",6.9,43.2,31.8,18
OH,Highland ,"4,631","13,285","7,687","3,683",15.8,45.4,26.2,12.6
OH,Hocking ,"2,063","8,966","6,033","2,961",10.3,44.8,30.1,14.8
OH,Holmes ,"10,761","8,426","3,934","2,253",42.4,33.2,15.5,8.9
OH,Huron ,"4,628","18,335","11,045","5,354",11.8,46.6,28.1,13.6
OH,Jackson ,"3,416","9,252","6,070","3,372",15.5,41.8,27.5,15.3
OH,Jefferson ,"4,593","20,628","15,023","7,291",9.7,43.4,31.6,15.3
OH,Knox ,"3,733","15,990","11,156","9,122",9.3,40,27.9,22.8
OH,Lake ,"13,190","52,508","53,096","45,976",8,31.9,32.2,27.9
OH,Lawrence ,"5,755","18,549","12,190","6,110",13.5,43.5,28.6,14.3
OH,Licking ,"10,209","40,348","35,129","30,402",8.8,34.8,30.3,26.2
OH,Logan ,"2,705","15,215","8,176","4,982",8.7,49,26.3,16
OH,Lorain ,"21,800","66,521","71,981","50,672",10.3,31.5,34.1,24
OH,Lucas ,"31,510","86,684","96,902","76,672",10.8,29.7,33.2,26.3
OH,Madison ,"4,071","13,026","8,966","5,317",13,41.5,28.6,16.9
OH,Mahoning ,"14,934","62,331","47,306","39,658",9.1,38,28.8,24.1
OH,Marion ,"5,750","20,094","14,408","6,070",12.4,43.4,31.1,13.1
OH,Medina ,"6,282","38,916","36,879","41,020",5.1,31.6,30,33.3
OH,Meigs ,"2,855","6,919","4,665","2,125",17.2,41.8,28.2,12.8
OH,Mercer ,"2,249","12,548","7,672","4,505",8.3,46.5,28.4,16.7
OH,Miami ,"7,121","26,778","22,438","16,425",9.8,36.8,30.8,22.6
OH,Monroe ,"1,214","5,325","2,453","1,215",11.9,52.2,24,11.9
OH,Montgomery ,"36,035","102,039","125,902","99,765",9.9,28.1,34.6,27.4
OH,Morgan ,"1,413","4,761","3,085","1,181",13.5,45.6,29.5,11.3
OH,Morrow ,"3,200","10,639","6,821","3,230",13.4,44.5,28.6,13.5
OH,Muskingum ,"7,410","24,568","17,351","9,043",12.7,42.1,29.7,15.5
OH,Noble ,"1,644","5,422","2,844","1,132",14.9,49.1,25.8,10.3
OH,Ottawa ,"2,418","10,747","10,340","6,797",8,35.5,34.1,22.4
OH,Paulding ,"1,397","6,361","3,444","1,839",10.7,48.8,26.4,14.1
OH,Perry ,"3,501","10,995","6,991","3,009",14.3,44.9,28.5,12.3
OH,Pickaway ,"5,081","16,315","11,011","7,401",12.8,41,27.7,18.6
OH,Pike ,"3,678","7,834","5,193","2,666",19,40.4,26.8,13.8
OH,Portage ,"8,264","38,005","28,447","30,033",7.9,36.3,27.2,28.7
OH,Preble ,"3,041","12,513","8,582","4,533",10.6,43.6,29.9,15.8
OH,Putnam ,"1,528","9,565","6,882","4,575",6.8,42.4,30.5,20.3
OH,Richland ,"11,178","33,722","24,708","15,081",13.2,39.8,29.2,17.8
OH,Ross ,"7,216","22,986","15,049","9,030",13.3,42.3,27.7,16.6
OH,Sandusky ,"3,993","17,290","13,056","6,545",9.8,42.3,31.9,16
OH,Scioto ,"8,026","22,172","14,712","7,909",15.2,42,27.9,15
OH,Seneca ,"3,283","17,094","11,084","5,639",8.8,46.1,29.9,15.2
OH,Shelby ,"3,208","13,771","9,767","5,636",9.9,42.5,30.2,17.4
OH,Stark ,"22,563","97,990","79,824","59,146",8.7,37.8,30.8,22.8
OH,Summit ,"31,983","115,730","109,619","121,428",8.4,30.6,28.9,32.1
OH,Trumbull ,"15,747","64,608","36,963","26,566",10.9,44.9,25.7,18.5
OH,Tuscarawas ,"9,061","29,307","15,602","10,125",14.1,45.7,24.3,15.8
OH,Union ,"2,781","12,750","9,498","12,308",7.4,34.1,25.4,33
OH,Van Wert ,"1,736","8,923","5,557","3,131",9,46.1,28.7,16.2
OH,Vinton ,"1,850","4,232","2,020","1,051",20.2,46.2,22.1,11.5
OH,Warren ,"9,904","39,228","38,397","64,179",6.5,25.9,25.3,42.3
OH,Washington ,"3,917","18,030","12,930","8,301",9.1,41.8,29.9,19.2
OH,Wayne ,"10,710","30,089","18,829","16,682",14,39.4,24.7,21.9
OH,Williams ,"2,686","11,117","7,949","3,834",10.5,43.4,31.1,15
OH,Wood ,"4,755","24,954","23,986","26,607",5.9,31.1,29.9,33.1
OH,Wyandot ,"1,402","7,086","4,426","2,413",9.1,46.2,28.9,15.7
OK,Adair ,"2,837","6,539","3,313","1,662",19.8,45.6,23.1,11.6
OK,Alfalfa ,568,"1,681","1,186",867,13.2,39.1,27.6,20.2
OK,Atoka ,"1,681","3,934","2,622","1,452",17.3,40.6,27.1,15
OK,Beaver ,573,"1,306","1,034",715,15.8,36,28.5,19.7
OK,Beckham ,"1,935","5,729","4,671","2,588",13,38.4,31.3,17.3
OK,Blaine ,"1,232","2,428","2,217","1,170",17.5,34.5,31.5,16.6
OK,Bryan ,"4,273","9,782","9,522","6,981",14,32,31.2,22.8
OK,Caddo ,"2,819","7,747","5,705","3,163",14.5,39.9,29.4,16.3
OK,Canadian ,"6,955","26,595","32,516","24,204",7.7,29.5,36,26.8
OK,Carter ,"4,046","11,696","9,770","6,625",12.6,36.4,30.4,20.6
OK,Cherokee ,"4,503","9,536","8,714","7,604",14.8,31.4,28.7,25
OK,Choctaw ,"1,887","4,010","3,024","1,251",18.6,39.4,29.7,12.3
OK,Cimarron ,213,580,416,354,13.6,37.1,26.6,22.6
OK,Cleveland ,"14,082","44,938","59,386","56,913",8,25.6,33.9,32.5
OK,Coal ,626,"1,575",913,665,16.6,41.7,24.2,17.6
OK,Comanche ,"8,012","24,826","27,109","17,447",10.4,32.1,35,22.5
OK,Cotton ,576,"1,766","1,190",536,14.2,43.4,29.3,13.2
OK,Craig ,"1,367","4,074","3,220","1,509",13.4,40.1,31.7,14.8
OK,Creek ,"6,393","19,554","14,433","7,885",13.2,40.5,29.9,16.3
OK,Custer ,"2,404","5,213","5,054","4,338",14.1,30.6,29.7,25.5
OK,Delaware ,"4,875","10,803","9,324","5,329",16.1,35.6,30.7,17.6
OK,Dewey ,232,"1,265",926,787,7.2,39.4,28.8,24.5
OK,Ellis ,358,"1,091",813,565,12.7,38.6,28.8,20
OK,Garfield ,"4,785","14,893","11,751","9,072",11.8,36.8,29,22.4
OK,Garvin ,"2,671","8,396","4,846","2,703",14.3,45.1,26,14.5
OK,Grady ,"3,971","14,665","10,974","7,279",10.8,39.8,29.7,19.7
OK,Grant ,300,"1,049",975,699,9.9,34.7,32.3,23.1
OK,Greer ,676,"1,561","1,454",574,15.8,36.6,34.1,13.5
OK,Harmon ,446,453,620,412,23.1,23.5,32.1,21.3
OK,Harper ,470,812,773,580,17.8,30.8,29.3,22
OK,Haskell ,"1,581","3,242","2,563","1,277",18.3,37.4,29.6,14.7
OK,Hughes ,"1,704","3,633","2,735","1,200",18.4,39.2,29.5,12.9
OK,Jackson ,"2,784","4,480","5,559","3,383",17.2,27.6,34.3,20.9
OK,Jefferson ,725,"1,672","1,255",588,17.1,39.4,29.6,13.9
OK,Johnston ,"1,198","2,651","2,327","1,281",16.1,35.6,31.2,17.2
OK,Kay ,"3,981","9,697","10,344","5,661",13.4,32.7,34.8,19.1
OK,Kingfisher ,"1,317","3,588","2,841","2,389",13,35.4,28,23.6
OK,Kiowa ,"1,019","2,263","1,870","1,088",16.3,36.3,30,17.4
OK,Latimer ,869,"2,572","2,435","1,223",12.2,36.2,34.3,17.2
OK,Le Flore ,"5,880","13,555","9,153","5,089",17.5,40.3,27.2,15.1
OK,Lincoln ,"3,242","9,292","7,585","3,573",13.7,39.2,32,15.1
OK,Logan ,"2,964","9,683","9,213","8,331",9.8,32.1,30.5,27.6
OK,Love ,"1,042","2,822","1,774",955,15.8,42.8,26.9,14.5
OK,McClain ,"2,591","8,534","8,310","6,220",10.1,33.3,32.4,24.2
OK,McCurtain ,"3,702","9,519","5,761","2,887",16.9,43.5,26.3,13.2
OK,McIntosh ,"2,043","6,081","4,246","2,050",14.2,42.2,29.4,14.2
OK,Major ,616,"2,119","1,495","1,019",11.7,40.4,28.5,19.4
OK,Marshall ,"2,155","3,978","3,332","1,767",19.2,35.4,29.7,15.7
OK,Mayes ,"3,726","10,877","9,169","4,049",13.4,39.1,33,14.6
OK,Murray ,"1,587","3,610","2,664","1,781",16.5,37.4,27.6,18.5
OK,Muskogee ,"6,854","16,633","13,452","8,947",14.9,36.2,29.3,19.5
OK,Noble ,792,"3,096","2,233","1,636",10.2,39.9,28.8,21.1
OK,Nowata ,788,"3,263","2,360",771,11,45.4,32.9,10.7
OK,Okfuskee ,"1,716","3,192","2,396",958,20.8,38.6,29,11.6
OK,Oklahoma ,"65,034","128,921","153,023","161,750",12.8,25.3,30.1,31.8
OK,Okmulgee ,"3,615","9,215","9,352","3,638",14,35.7,36.2,14.1
OK,Osage ,"4,071","12,735","10,386","5,812",12.3,38.6,31.5,17.6
OK,Ottawa ,"3,101","7,674","6,913","2,910",15.1,37.3,33.6,14.1
OK,Pawnee ,"1,312","4,915","3,208","1,805",11.7,43.7,28.5,16.1
OK,Payne ,"3,603","11,817","12,282","16,171",8.2,26.9,28,36.9
OK,Pittsburg ,"4,096","12,002","10,253","4,844",13.1,38.5,32.9,15.5
OK,Pontotoc ,"2,811","8,254","6,770","6,961",11.3,33.3,27.3,28.1
OK,Pottawatomie ,"5,903","17,039","15,805","8,706",12.4,35.9,33.3,18.3
OK,Pushmataha ,"1,296","3,221","2,152","1,177",16.5,41.1,27.4,15
OK,Roger Mills ,254,917,838,457,10.3,37.2,34,18.5
OK,Rogers ,"4,804","19,984","21,265","14,803",7.9,32.8,34.9,24.3
OK,Seminole ,"2,542","5,617","5,994","2,321",15.4,34.1,36.4,14.1
OK,Sequoyah ,"5,432","10,870","8,196","3,748",19.2,38.5,29,13.3
OK,Stephens ,"3,830","12,446","8,767","5,261",12.6,41.1,28.9,17.4
OK,Texas ,"3,428","3,338","3,185","2,855",26.8,26.1,24.9,22.3
OK,Tillman ,"1,151","1,724","1,344",907,22.5,33.6,26.2,17.7
OK,Tulsa ,"45,463","107,189","136,950","131,433",10.8,25.5,32.5,31.2
OK,Wagoner ,"5,035","17,317","17,988","12,229",9.6,32.9,34.2,23.3
OK,Washington ,"3,300","12,036","10,037","10,156",9.3,33.9,28.3,28.6
OK,Washita ,797,"3,286","2,012","1,563",10.4,42.9,26.3,20.4
OK,Woods ,627,"1,725","1,662","1,773",10.8,29.8,28.7,30.6
OK,Woodward ,"1,641","5,616","3,811","2,738",11.9,40.7,27.6,19.8
OR,Baker ,"1,237","3,916","4,100","2,654",10.4,32.9,34.4,22.3
OR,Benton ,"2,479","7,563","15,157","29,165",4.6,13.9,27.9,53.6
OR,Clackamas ,"19,201","60,819","100,447","105,014",6.7,21.3,35.2,36.8
OR,Clatsop ,"2,357","7,019","11,691","6,868",8.4,25.1,41.9,24.6
OR,Columbia ,"3,464","12,409","13,812","6,445",9.6,34.3,38.2,17.8
OR,Coos ,"5,253","14,220","19,180","8,445",11.2,30.2,40.7,17.9
OR,Crook ,"2,070","5,498","6,312","2,762",12.4,33,37.9,16.6
OR,Curry ,"1,987","4,846","6,969","4,349",10.9,26.7,38.4,24
OR,Deschutes ,"8,452","29,183","48,306","44,674",6.5,22.3,37,34.2
OR,Douglas ,"8,699","25,912","31,547","13,706",10.9,32.4,39.5,17.2
OR,Gilliam ,140,452,563,293,9.7,31.2,38.9,20.2
OR,Grant ,617,"1,832","2,012","1,034",11.2,33.3,36.6,18.8
OR,Harney ,537,"1,736","2,091",891,10.2,33,39.8,17
OR,Hood River ,"2,946","3,296","4,393","4,915",18.9,21.2,28.3,31.6
OR,Jackson ,"15,862","40,186","54,988","41,866",10.4,26.3,36,27.4
OR,Jefferson ,"2,215","4,680","6,010","2,911",14,29.6,38,18.4
OR,Josephine ,"6,170","19,450","26,543","10,843",9.8,30.9,42.1,17.2
OR,Klamath ,"5,838","13,954","17,565","8,988",12.6,30.1,37.9,19.4
OR,Lake ,772,"2,089","2,120",910,13.1,35.5,36,15.4
OR,Lane ,"21,713","59,108","96,599","74,546",8.6,23.5,38.3,29.6
OR,Lincoln ,"3,468","10,126","14,354","8,886",9.4,27.5,39,24.1
OR,Linn ,"8,586","25,544","34,350","16,618",10.1,30,40.4,19.5
OR,Malheur ,"3,767","5,977","7,245","2,727",19.1,30.3,36.7,13.8
OR,Marion ,"32,419","60,875","76,493","50,130",14.7,27.7,34.8,22.8
OR,Morrow ,"1,748","2,303","2,256",773,24.7,32.5,31.9,10.9
OR,Multnomah ,"50,422","100,172","170,634","257,958",8.7,17.3,29.5,44.5
OR,Polk ,"4,993","12,543","18,931","15,728",9.6,24,36.3,30.1
OR,Sherman ,107,408,482,241,8.6,33,38.9,19.5
OR,Tillamook ,"1,884","6,131","7,348","4,094",9.7,31.5,37.8,21
OR,Umatilla ,"8,944","14,321","18,778","8,140",17.8,28.5,37.4,16.2
OR,Union ,"1,332","5,656","6,042","4,287",7.7,32.7,34.9,24.8
OR,Wallowa ,407,"1,631","2,045","1,342",7.5,30.1,37.7,24.7
OR,Wasco ,"2,556","5,147","6,647","3,703",14.2,28.5,36.8,20.5
OR,Washington ,"33,294","69,211","120,704","173,384",8.4,17.5,30.4,43.7
OR,Wheeler ,87,407,450,154,7.9,37.1,41,14
OR,Yamhill ,"8,159","17,745","25,165","18,373",11.7,25.6,36.2,26.5
PA,Adams ,"8,126","28,949","18,368","16,035",11.4,40.5,25.7,22.4
PA,Allegheny ,"50,463","245,191","228,152","359,564",5.7,27.8,25.8,40.7
PA,Armstrong ,"5,129","23,407","12,266","7,916",10.5,48,25.2,16.2
PA,Beaver ,"8,333","46,493","38,007","28,795",6.9,38.2,31.2,23.7
PA,Bedford ,"4,428","18,114","7,791","5,020",12.5,51.2,22,14.2
PA,Berks ,"38,105","104,889","69,700","68,971",13.5,37.2,24.7,24.5
PA,Blair ,"8,029","40,191","21,878","18,420",9.1,45.4,24.7,20.8
PA,Bradford ,"4,794","20,209","10,527","7,715",11.1,46.7,24.3,17.8
PA,Bucks ,"27,363","128,245","109,517","180,201",6.1,28.8,24.6,40.5
PA,Butler ,"7,163","43,787","34,339","46,776",5.4,33.2,26,35.4
PA,Cambria ,"8,351","43,146","23,989","20,583",8.7,44.9,25,21.4
PA,Cameron ,323,"1,708","1,000",574,9,47.4,27.7,15.9
PA,Carbon ,"4,873","21,390","12,894","7,899",10.4,45.5,27.4,16.8
PA,Centre ,"5,538","29,250","19,155","43,673",5.7,30,19.6,44.7
PA,Chester ,"23,654","75,080","70,157","181,587",6.7,21.4,20,51.8
PA,Clarion ,"2,748","11,859","5,770","5,970",10.4,45,21.9,22.7
PA,Clearfield ,"7,748","29,119","13,903","8,481",13.1,49.1,23.5,14.3
PA,Clinton ,"2,847","11,492","6,125","4,793",11.3,45.5,24.3,19
PA,Columbia ,"4,394","19,016","10,581","9,871",10,43.4,24.1,22.5
PA,Crawford ,"6,397","27,728","13,318","12,459",10.7,46.3,22.2,20.8
PA,Cumberland ,"13,275","56,940","40,782","61,933",7.7,32.9,23.6,35.8
PA,Dauphin ,"19,478","63,859","48,706","57,927",10.3,33.6,25.6,30.5
PA,Delaware ,"27,437","116,459","91,608","145,998",7.2,30.5,24,38.3
PA,Elk ,"1,721","10,847","5,635","4,167",7.7,48.5,25.2,18.6
PA,Erie ,"16,404","73,342","46,221","51,997",8.7,39,24.6,27.7
PA,Fayette ,"11,063","47,524","22,429","15,674",11.4,49.2,23.2,16.2
PA,Forest ,"1,062","3,360","1,171",448,17.6,55.6,19.4,7.4
PA,Franklin ,"13,451","45,685","25,413","22,455",12.6,42.7,23.7,21
PA,Fulton ,"1,331","5,462","2,269","1,404",12.7,52.2,21.7,13.4
PA,Greene ,"3,317","12,222","6,014","4,810",12.6,46.4,22.8,18.2
PA,Huntingdon ,"3,562","16,108","7,512","5,545",10.9,49.2,23,16.9
PA,Indiana ,"5,754","24,334","12,986","12,599",10.3,43.7,23.3,22.6
PA,Jefferson ,"3,239","15,712","7,260","5,136",10.3,50.1,23.2,16.4
PA,Juniata ,"2,919","8,504","3,328","2,446",17,49.5,19.4,14.2
PA,Lackawanna ,"13,633","54,917","39,382","41,375",9.1,36.8,26.4,27.7
PA,Lancaster ,"54,658","129,235","79,895","97,090",15.1,35.8,22.1,26.9
PA,Lawrence ,"6,132","27,175","15,886","13,379",9.8,43.4,25.4,21.4
PA,Lebanon ,"12,316","41,988","21,426","19,335",13,44.2,22.5,20.3
PA,Lehigh ,"28,213","81,249","64,706","72,598",11.4,32.9,26.2,29.4
PA,Luzerne ,"24,176","88,229","61,886","52,544",10.7,38.9,27.3,23.2
PA,Lycoming ,"8,224","31,516","22,496","18,359",10.2,39.1,27.9,22.8
PA,McKean ,"2,636","14,154","7,429","5,370",8.9,47.8,25.1,18.1
